Nom: 	Date de sortie: 	Réalisateur: 	Description: 	Bande d'annonce: 	Séances: 
Les Gardiens de la Galaxie 2	26 avril 2017	James Gunn (II)	Les Gardiens de la Galaxie doivent combattre pour rester unis alors qu'ils découvrent les mystères de la filiation de Peter Quill. Les vieux ennemis vont devenir de nouveaux alliés et des personnages bien connus des fans de comics vont venir aider nos héros et continuer à étendre l'univers Marvel.	http://www.allocine.fr/video/player_gen_cmedia=19568905&cfilm=226995.html	http://www.allocine.fr/seance/film-226995/
